year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
1976,25-34 yrs,III,Lower-inner quadrant,0
1976,25-34 yrs,III,Lower-outer quadrant,0
1976,25-34 yrs,III,Nipple,0
1976,25-34 yrs,III,Overlapping lesion,0
1976,25-34 yrs,III,Upper-inner quadrant,0
1976,25-34 yrs,III,Upper-outer quadrant,0
1976,25-34 yrs,IV,Axillary tail,0
1976,25-34 yrs,IV,"Breast, NOS",0
1976,25-34 yrs,IV,Central portion,0
1976,25-34 yrs,IV,Lower-inner quadrant,0
1976,25-34 yrs,IV,Lower-outer quadrant,0
1976,25-34 yrs,IV,Nipple,0
1976,25-34 yrs,IV,Overlapping lesion,0
1976,25-34 yrs,IV,Upper-inner quadrant,0
1976,25-34 yrs,IV,Upper-outer quadrant,0
1976,25-34 yrs,Unknown,Axillary tail,2
1976,25-34 yrs,Unknown,"Breast, NOS",48
1976,25-34 yrs,Unknown,Central portion,11
1976,25-34 yrs,Unknown,Lower-inner quadrant,10
1976,25-34 yrs,Unknown,Lower-outer quadrant,21
1976,25-34 yrs,Unknown,Nipple,2
1976,25-34 yrs,Unknown,Overlapping lesion,42
1976,25-34 yrs,Unknown,Upper-inner quadrant,20
1976,25-34 yrs,Unknown,Upper-outer quadrant,87
1976,35-44 yrs,0,Axillary tail,0
1976,35-44 yrs,0,"Breast, NOS",0
1976,35-44 yrs,0,Central portion,0
1976,35-44 yrs,0,Lower-inner quadrant,0
1976,35-44 yrs,0,Lower-outer quadrant,0
1976,35-44 yrs,0,Nipple,0
1976,35-44 yrs,0,Overlapping lesion,0
1976,35-44 yrs,0,Upper-inner quadrant,0
1976,35-44 yrs,0,Upper-outer quadrant,0
1976,35-44 yrs,I,Axillary tail,0
1976,35-44 yrs,I,"Breast, NOS",0
1976,35-44 yrs,I,Central portion,0
1976,35-44 yrs,I,Lower-inner quadrant,0
1976,35-44 yrs,I,Lower-outer quadrant,0
1976,35-44 yrs,I,Nipple,0
1976,35-44 yrs,I,Overlapping lesion,0
1976,35-44 yrs,I,Upper-inner quadrant,0
1976,35-44 yrs,I,Upper-outer quadrant,0
1976,35-44 yrs,II,Axillary tail,0
1976,35-44 yrs,II,"Breast, NOS",0
1976,35-44 yrs,II,Central portion,0
1976,35-44 yrs,II,Lower-inner quadrant,0
1976,35-44 yrs,II,Lower-outer quadrant,0
1976,35-44 yrs,II,Nipple,0
1976,35-44 yrs,II,Overlapping lesion,0
1976,35-44 yrs,II,Upper-inner quadrant,0
1976,35-44 yrs,II,Upper-outer quadrant,0
1976,35-44 yrs,III,Axillary tail,0
1976,35-44 yrs,III,"Breast, NOS",0
1976,35-44 yrs,III,Central portion,0
1976,35-44 yrs,III,Lower-inner quadrant,0
1976,35-44 yrs,III,Lower-outer quadrant,0
1976,35-44 yrs,III,Nipple,0
1976,35-44 yrs,III,Overlapping lesion,0
1976,35-44 yrs,III,Upper-inner quadrant,0
1976,35-44 yrs,III,Upper-outer quadrant,0
1976,35-44 yrs,IV,Axillary tail,0
1976,35-44 yrs,IV,"Breast, NOS",0
1976,35-44 yrs,IV,Central portion,0
1976,35-44 yrs,IV,Lower-inner quadrant,0
1976,35-44 yrs,IV,Lower-outer quadrant,0
1976,35-44 yrs,IV,Nipple,0
1976,35-44 yrs,IV,Overlapping lesion,0
1976,35-44 yrs,IV,Upper-inner quadrant,0
1976,35-44 yrs,IV,Upper-outer quadrant,0
1976,35-44 yrs,Unknown,Axillary tail,9
1976,35-44 yrs,Unknown,"Breast, NOS",147
1976,35-44 yrs,Unknown,Central portion,44
1976,35-44 yrs,Unknown,Lower-inner quadrant,30
1976,35-44 yrs,Unknown,Lower-outer quadrant,52
1976,35-44 yrs,Unknown,Nipple,6
1976,35-44 yrs,Unknown,Overlapping lesion,151
1976,35-44 yrs,Unknown,Upper-inner quadrant,78
1976,35-44 yrs,Unknown,Upper-outer quadrant,291
1976,45-54 yrs,0,Axillary tail,0
1976,45-54 yrs,0,"Breast, NOS",0
1976,45-54 yrs,0,Central portion,0
1976,45-54 yrs,0,Lower-inner quadrant,0
1976,45-54 yrs,0,Lower-outer quadrant,0
1976,45-54 yrs,0,Nipple,0
1976,45-54 yrs,0,Overlapping lesion,0
1976,45-54 yrs,0,Upper-inner quadrant,0
1976,45-54 yrs,0,Upper-outer quadrant,0
1976,45-54 yrs,I,Axillary tail,0
1976,45-54 yrs,I,"Breast, NOS",0
1976,45-54 yrs,I,Central portion,0
1976,45-54 yrs,I,Lower-inner quadrant,0
1976,45-54 yrs,I,Lower-outer quadrant,0
1976,45-54 yrs,I,Nipple,0
1976,45-54 yrs,I,Overlapping lesion,0
1976,45-54 yrs,I,Upper-inner quadrant,0
1976,45-54 yrs,I,Upper-outer quadrant,0
1976,45-54 yrs,II,Axillary tail,0
1976,45-54 yrs,II,"Breast, NOS",0
1976,45-54 yrs,II,Central portion,0
1976,45-54 yrs,II,Lower-inner quadrant,0
1976,45-54 yrs,II,Lower-outer quadrant,0
1976,45-54 yrs,II,Nipple,0
1976,45-54 yrs,II,Overlapping lesion,0
1976,45-54 yrs,II,Upper-inner quadrant,0
1976,45-54 yrs,II,Upper-outer quadrant,0
1976,45-54 yrs,III,Axillary tail,0
1976,45-54 yrs,III,"Breast, NOS",0
1976,45-54 yrs,III,Central portion,0
1976,45-54 yrs,III,Lower-inner quadrant,0
1976,45-54 yrs,III,Lower-outer quadrant,0
1976,45-54 yrs,III,Nipple,0
1976,45-54 yrs,III,Overlapping lesion,0
1976,45-54 yrs,III,Upper-inner quadrant,0
1976,45-54 yrs,III,Upper-outer quadrant,0
1976,45-54 yrs,IV,Axillary tail,0
1976,45-54 yrs,IV,"Breast, NOS",0
1976,45-54 yrs,IV,Central portion,0
1976,45-54 yrs,IV,Lower-inner quadrant,0
1976,45-54 yrs,IV,Lower-outer quadrant,0
1976,45-54 yrs,IV,Nipple,0
1976,45-54 yrs,IV,Overlapping lesion,0
1976,45-54 yrs,IV,Upper-inner quadrant,0
1976,45-54 yrs,IV,Upper-outer quadrant,0
1976,45-54 yrs,Unknown,Axillary tail,27
1976,45-54 yrs,Unknown,"Breast, NOS",309
1976,45-54 yrs,Unknown,Central portion,117
1976,45-54 yrs,Unknown,Lower-inner quadrant,80
1976,45-54 yrs,Unknown,Lower-outer quadrant,143
1976,45-54 yrs,Unknown,Nipple,10
1976,45-54 yrs,Unknown,Overlapping lesion,402
1976,45-54 yrs,Unknown,Upper-inner quadrant,160
1976,45-54 yrs,Unknown,Upper-outer quadrant,592
1976,55-64 yrs,0,Axillary tail,0
1976,55-64 yrs,0,"Breast, NOS",0
1976,55-64 yrs,0,Central portion,0
1976,55-64 yrs,0,Lower-inner quadrant,0
1976,55-64 yrs,0,Lower-outer quadrant,0
1976,55-64 yrs,0,Nipple,0
1976,55-64 yrs,0,Overlapping lesion,0
1976,55-64 yrs,0,Upper-inner quadrant,0
1976,55-64 yrs,0,Upper-outer quadrant,0
1976,55-64 yrs,I,Axillary tail,0
1976,55-64 yrs,I,"Breast, NOS",0
1976,55-64 yrs,I,Central portion,0
1976,55-64 yrs,I,Lower-inner quadrant,0
1976,55-64 yrs,I,Lower-outer quadrant,0
1976,55-64 yrs,I,Nipple,0
1976,55-64 yrs,I,Overlapping lesion,0
1976,55-64 yrs,I,Upper-inner quadrant,0
1976,55-64 yrs,I,Upper-outer quadrant,0
1976,55-64 yrs,II,Axillary tail,0
1976,55-64 yrs,II,"Breast, NOS",0
1976,55-64 yrs,II,Central portion,0
1976,55-64 yrs,II,Lower-inner quadrant,0
1976,55-64 yrs,II,Lower-outer quadrant,0
1976,55-64 yrs,II,Nipple,0
1976,55-64 yrs,II,Overlapping lesion,0
1976,55-64 yrs,II,Upper-inner quadrant,0
1976,55-64 yrs,II,Upper-outer quadrant,0
1976,55-64 yrs,III,Axillary tail,0
1976,55-64 yrs,III,"Breast, NOS",0
1976,55-64 yrs,III,Central portion,0
1976,55-64 yrs,III,Lower-inner quadrant,0
1976,55-64 yrs,III,Lower-outer quadrant,0
1976,55-64 yrs,III,Nipple,0
1976,55-64 yrs,III,Overlapping lesion,0
1976,55-64 yrs,III,Upper-inner quadrant,0
1976,55-64 yrs,III,Upper-outer quadrant,0
1976,55-64 yrs,IV,Axillary tail,0
1976,55-64 yrs,IV,"Breast, NOS",0
1976,55-64 yrs,IV,Central portion,0
1976,55-64 yrs,IV,Lower-inner quadrant,0
1976,55-64 yrs,IV,Lower-outer quadrant,0
1976,55-64 yrs,IV,Nipple,0
1976,55-64 yrs,IV,Overlapping lesion,0
1976,55-64 yrs,IV,Upper-inner quadrant,0
1976,55-64 yrs,IV,Upper-outer quadrant,0
1976,55-64 yrs,Unknown,Axillary tail,22
1976,55-64 yrs,Unknown,"Breast, NOS",340
1976,55-64 yrs,Unknown,Central portion,102
1976,55-64 yrs,Unknown,Lower-inner quadrant,79
1976,55-64 yrs,Unknown,Lower-outer quadrant,138
1976,55-64 yrs,Unknown,Nipple,21
1976,55-64 yrs,Unknown,Overlapping lesion,350
1976,55-64 yrs,Unknown,Upper-inner quadrant,153
1976,55-64 yrs,Unknown,Upper-outer quadrant,647
1976,65-74 yrs,0,Axillary tail,0
1976,65-74 yrs,0,"Breast, NOS",0
1976,65-74 yrs,0,Central portion,0
1976,65-74 yrs,0,Lower-inner quadrant,0
1976,65-74 yrs,0,Lower-outer quadrant,0
1976,65-74 yrs,0,Nipple,0
1976,65-74 yrs,0,Overlapping lesion,0
1976,65-74 yrs,0,Upper-inner quadrant,0
1976,65-74 yrs,0,Upper-outer quadrant,0
1976,65-74 yrs,I,Axillary tail,0
1976,65-74 yrs,I,"Breast, NOS",0
1976,65-74 yrs,I,Central portion,0
1976,65-74 yrs,I,Lower-inner quadrant,0
1976,65-74 yrs,I,Lower-outer quadrant,0
1976,65-74 yrs,I,Nipple,0
1976,65-74 yrs,I,Overlapping lesion,0
1976,65-74 yrs,I,Upper-inner quadrant,0
1976,65-74 yrs,I,Upper-outer quadrant,0
1976,65-74 yrs,II,Axillary tail,0
1976,65-74 yrs,II,"Breast, NOS",0
1976,65-74 yrs,II,Central portion,0
1976,65-74 yrs,II,Lower-inner quadrant,0
1976,65-74 yrs,II,Lower-outer quadrant,0
1976,65-74 yrs,II,Nipple,0
1976,65-74 yrs,II,Overlapping lesion,0
1976,65-74 yrs,II,Upper-inner quadrant,0
1976,65-74 yrs,II,Upper-outer quadrant,0
1976,65-74 yrs,III,Axillary tail,0
1976,65-74 yrs,III,"Breast, NOS",0
1976,65-74 yrs,III,Central portion,0
1976,65-74 yrs,III,Lower-inner quadrant,0
1976,65-74 yrs,III,Lower-outer quadrant,0
1976,65-74 yrs,III,Nipple,0
1976,65-74 yrs,III,Overlapping lesion,0
1976,65-74 yrs,III,Upper-inner quadrant,0
1976,65-74 yrs,III,Upper-outer quadrant,0
1976,65-74 yrs,IV,Axillary tail,0
1976,65-74 yrs,IV,"Breast, NOS",0
1976,65-74 yrs,IV,Central portion,0
1976,65-74 yrs,IV,Lower-inner quadrant,0
1976,65-74 yrs,IV,Lower-outer quadrant,0
1976,65-74 yrs,IV,Nipple,0
1976,65-74 yrs,IV,Overlapping lesion,0
1976,65-74 yrs,IV,Upper-inner quadrant,0
1976,65-74 yrs,IV,Upper-outer quadrant,0
1976,65-74 yrs,Unknown,Axillary tail,15
1976,65-74 yrs,Unknown,"Breast, NOS",307
1976,65-74 yrs,Unknown,Central portion,97
1976,65-74 yrs,Unknown,Lower-inner quadrant,68
1976,65-74 yrs,Unknown,Lower-outer quadrant,126
1976,65-74 yrs,Unknown,Nipple,26
1976,65-74 yrs,Unknown,Overlapping lesion,335
1976,65-74 yrs,Unknown,Upper-inner quadrant,137
1976,65-74 yrs,Unknown,Upper-outer quadrant,498
1976,75-84 yrs,0,Axillary tail,0
1976,75-84 yrs,0,"Breast, NOS",0
1976,75-84 yrs,0,Central portion,0
1976,75-84 yrs,0,Lower-inner quadrant,0
1976,75-84 yrs,0,Lower-outer quadrant,0
1976,75-84 yrs,0,Nipple,0
1976,75-84 yrs,0,Overlapping lesion,0
1976,75-84 yrs,0,Upper-inner quadrant,0
1976,75-84 yrs,0,Upper-outer quadrant,0
1976,75-84 yrs,I,Axillary tail,0
1976,75-84 yrs,I,"Breast, NOS",0
1976,75-84 yrs,I,Central portion,0
1976,75-84 yrs,I,Lower-inner quadrant,0
1976,75-84 yrs,I,Lower-outer quadrant,0
1976,75-84 yrs,I,Nipple,0
1976,75-84 yrs,I,Overlapping lesion,0
1976,75-84 yrs,I,Upper-inner quadrant,0
1976,75-84 yrs,I,Upper-outer quadrant,0
1976,75-84 yrs,II,Axillary tail,0
1976,75-84 yrs,II,"Breast, NOS",0
1976,75-84 yrs,II,Central portion,0
1976,75-84 yrs,II,Lower-inner quadrant,0
1976,75-84 yrs,II,Lower-outer quadrant,0
1976,75-84 yrs,II,Nipple,0
1976,75-84 yrs,II,Overlapping lesion,0
1976,75-84 yrs,II,Upper-inner quadrant,0
1976,75-84 yrs,II,Upper-outer quadrant,0
1976,75-84 yrs,III,Axillary tail,0
1976,75-84 yrs,III,"Breast, NOS",0
1976,75-84 yrs,III,Central portion,0
1976,75-84 yrs,III,Lower-inner quadrant,0
1976,75-84 yrs,III,Lower-outer quadrant,0
1976,75-84 yrs,III,Nipple,0
1976,75-84 yrs,III,Overlapping lesion,0
1976,75-84 yrs,III,Upper-inner quadrant,0
1976,75-84 yrs,III,Upper-outer quadrant,0
1976,75-84 yrs,IV,Axillary tail,0
1976,75-84 yrs,IV,"Breast, NOS",0
1976,75-84 yrs,IV,Central portion,0
1976,75-84 yrs,IV,Lower-inner quadrant,0
1976,75-84 yrs,IV,Lower-outer quadrant,0
1976,75-84 yrs,IV,Nipple,0
1976,75-84 yrs,IV,Overlapping lesion,0
1976,75-84 yrs,IV,Upper-inner quadrant,0
1976,75-84 yrs,IV,Upper-outer quadrant,0
1976,75-84 yrs,Unknown,Axillary tail,14
1976,75-84 yrs,Unknown,"Breast, NOS",386
1976,75-84 yrs,Unknown,Central portion,113
1976,75-84 yrs,Unknown,Lower-inner quadrant,47
1976,75-84 yrs,Unknown,Lower-outer quadrant,99
1976,75-84 yrs,Unknown,Nipple,10
1976,75-84 yrs,Unknown,Overlapping lesion,228
1976,75-84 yrs,Unknown,Upper-inner quadrant,92
1976,75-84 yrs,Unknown,Upper-outer quadrant,345
1977,5-14 yrs,0,Axillary tail,0
1977,5-14 yrs,0,"Breast, NOS",0
1977,5-14 yrs,0,Central portion,0
1977,5-14 yrs,0,Lower-inner quadrant,0
1977,5-14 yrs,0,Lower-outer quadrant,0
1977,5-14 yrs,0,Nipple,0
1977,5-14 yrs,0,Overlapping lesion,0
1977,5-14 yrs,0,Upper-inner quadrant,0
1977,5-14 yrs,0,Upper-outer quadrant,0
1977,5-14 yrs,I,Axillary tail,0
1977,5-14 yrs,I,"Breast, NOS",0
1977,5-14 yrs,I,Central portion,0
1977,5-14 yrs,I,Lower-inner quadrant,0
1977,5-14 yrs,I,Lower-outer quadrant,0
1977,5-14 yrs,I,Nipple,0
1977,5-14 yrs,I,Overlapping lesion,0
1977,5-14 yrs,I,Upper-inner quadrant,0
1977,5-14 yrs,I,Upper-outer quadrant,0
1977,5-14 yrs,II,Axillary tail,0
1977,5-14 yrs,II,"Breast, NOS",0
1977,5-14 yrs,II,Central portion,0
1977,5-14 yrs,II,Lower-inner quadrant,0
1977,5-14 yrs,II,Lower-outer quadrant,0
1977,5-14 yrs,II,Nipple,0
1977,5-14 yrs,II,Overlapping lesion,0
1977,5-14 yrs,II,Upper-inner quadrant,0
1977,5-14 yrs,II,Upper-outer quadrant,0
1977,5-14 yrs,III,Axillary tail,0
1977,5-14 yrs,III,"Breast, NOS",0
1977,5-14 yrs,III,Central portion,0
1977,5-14 yrs,III,Lower-inner quadrant,0
1977,5-14 yrs,III,Lower-outer quadrant,0
1977,5-14 yrs,III,Nipple,0
1977,5-14 yrs,III,Overlapping lesion,0
1977,5-14 yrs,III,Upper-inner quadrant,0
1977,5-14 yrs,III,Upper-outer quadrant,0
1977,5-14 yrs,IV,Axillary tail,0
1977,5-14 yrs,IV,"Breast, NOS",0
1977,5-14 yrs,IV,Central portion,0
1977,5-14 yrs,IV,Lower-inner quadrant,0
1977,5-14 yrs,IV,Lower-outer quadrant,0
1977,5-14 yrs,IV,Nipple,0
1977,5-14 yrs,IV,Overlapping lesion,0
1977,5-14 yrs,IV,Upper-inner quadrant,0
1977,5-14 yrs,IV,Upper-outer quadrant,0
1977,5-14 yrs,Unknown,Axillary tail,0
1977,5-14 yrs,Unknown,"Breast, NOS",0
1977,5-14 yrs,Unknown,Central portion,0
1977,5-14 yrs,Unknown,Lower-inner quadrant,0
1977,5-14 yrs,Unknown,Lower-outer quadrant,0
1977,5-14 yrs,Unknown,Nipple,0
1977,5-14 yrs,Unknown,Overlapping lesion,0
1977,5-14 yrs,Unknown,Upper-inner quadrant,0
1977,5-14 yrs,Unknown,Upper-outer quadrant,0
1977,15-24 yrs,0,Axillary tail,0
1977,15-24 yrs,0,"Breast, NOS",0
1977,15-24 yrs,0,Central portion,0
1977,15-24 yrs,0,Lower-inner quadrant,0
1977,15-24 yrs,0,Lower-outer quadrant,0
1977,15-24 yrs,0,Nipple,0
1977,15-24 yrs,0,Overlapping lesion,0
1977,15-24 yrs,0,Upper-inner quadrant,0
1977,15-24 yrs,0,Upper-outer quadrant,0
1977,15-24 yrs,I,Axillary tail,0
1977,15-24 yrs,I,"Breast, NOS",0
1977,15-24 yrs,I,Central portion,0
1977,15-24 yrs,I,Lower-inner quadrant,0
1977,15-24 yrs,I,Lower-outer quadrant,0
1977,15-24 yrs,I,Nipple,0
1977,15-24 yrs,I,Overlapping lesion,0
1977,15-24 yrs,I,Upper-inner quadrant,0
1977,15-24 yrs,I,Upper-outer quadrant,0
1977,15-24 yrs,II,Axillary tail,0
1977,15-24 yrs,II,"Breast, NOS",0
1977,15-24 yrs,II,Central portion,0
1977,15-24 yrs,II,Lower-inner quadrant,0
1977,15-24 yrs,II,Lower-outer quadrant,0
1977,15-24 yrs,II,Nipple,0
1977,15-24 yrs,II,Overlapping lesion,0
1977,15-24 yrs,II,Upper-inner quadrant,0
1977,15-24 yrs,II,Upper-outer quadrant,0
1977,15-24 yrs,III,Axillary tail,0
1977,15-24 yrs,III,"Breast, NOS",0
1977,15-24 yrs,III,Central portion,0
1977,15-24 yrs,III,Lower-inner quadrant,0
1977,15-24 yrs,III,Lower-outer quadrant,0
1977,15-24 yrs,III,Nipple,0
1977,15-24 yrs,III,Overlapping lesion,0
1977,15-24 yrs,III,Upper-inner quadrant,0
1977,15-24 yrs,III,Upper-outer quadrant,0
1977,15-24 yrs,IV,Axillary tail,0
1977,15-24 yrs,IV,"Breast, NOS",0
1977,15-24 yrs,IV,Central portion,0
1977,15-24 yrs,IV,Lower-inner quadrant,0
1977,15-24 yrs,IV,Lower-outer quadrant,0
1977,15-24 yrs,IV,Nipple,0
1977,15-24 yrs,IV,Overlapping lesion,0
1977,15-24 yrs,IV,Upper-inner quadrant,0
1977,15-24 yrs,IV,Upper-outer quadrant,0
1977,15-24 yrs,Unknown,Axillary tail,0
1977,15-24 yrs,Unknown,"Breast, NOS",1
1977,15-24 yrs,Unknown,Central portion,0
1977,15-24 yrs,Unknown,Lower-inner quadrant,0
1977,15-24 yrs,Unknown,Lower-outer quadrant,1
1977,15-24 yrs,Unknown,Nipple,0
1977,15-24 yrs,Unknown,Overlapping lesion,6
1977,15-24 yrs,Unknown,Upper-inner quadrant,1
1977,15-24 yrs,Unknown,Upper-outer quadrant,6
1977,25-34 yrs,0,Axillary tail,0
1977,25-34 yrs,0,"Breast, NOS",0
1977,25-34 yrs,0,Central portion,0
1977,25-34 yrs,0,Lower-inner quadrant,0
1977,25-34 yrs,0,Lower-outer quadrant,0
1977,25-34 yrs,0,Nipple,0
1977,25-34 yrs,0,Overlapping lesion,0
1977,25-34 yrs,0,Upper-inner quadrant,0
1977,25-34 yrs,0,Upper-outer quadrant,0
1977,25-34 yrs,I,Axillary tail,0
1977,25-34 yrs,I,"Breast, NOS",0
1977,25-34 yrs,I,Central portion,0
1977,25-34 yrs,I,Lower-inner quadrant,0
1977,25-34 yrs,I,Lower-outer quadrant,0
1977,25-34 yrs,I,Nipple,0
1977,25-34 yrs,I,Overlapping lesion,0
1977,25-34 yrs,I,Upper-inner quadrant,0
1977,25-34 yrs,I,Upper-outer quadrant,0
1977,25-34 yrs,II,Axillary tail,0
1977,25-34 yrs,II,"Breast, NOS",0
1977,25-34 yrs,II,Central portion,0
1977,25-34 yrs,II,Lower-inner quadrant,0
1977,25-34 yrs,II,Lower-outer quadrant,0
1977,25-34 yrs,II,Nipple,0
1977,25-34 yrs,II,Overlapping lesion,0
1977,25-34 yrs,II,Upper-inner quadrant,0
1977,25-34 yrs,II,Upper-outer quadrant,0
1977,25-34 yrs,III,Axillary tail,0
1977,25-34 yrs,III,"Breast, NOS",0
1977,25-34 yrs,III,Central portion,0
1977,25-34 yrs,III,Lower-inner quadrant,0
1977,25-34 yrs,III,Lower-outer quadrant,0
1977,25-34 yrs,III,Nipple,0
1977,25-34 yrs,III,Overlapping lesion,0
1977,25-34 yrs,III,Upper-inner quadrant,0
1977,25-34 yrs,III,Upper-outer quadrant,0
1977,25-34 yrs,IV,Axillary tail,0
1977,25-34 yrs,IV,"Breast, NOS",0
1977,25-34 yrs,IV,Central portion,0
1977,25-34 yrs,IV,Lower-inner quadrant,0
1977,25-34 yrs,IV,Lower-outer quadrant,0
1977,25-34 yrs,IV,Nipple,0
1977,25-34 yrs,IV,Overlapping lesion,0
1977,25-34 yrs,IV,Upper-inner quadrant,0
1977,25-34 yrs,IV,Upper-outer quadrant,0
1977,25-34 yrs,Unknown,Axillary tail,2
1977,25-34 yrs,Unknown,"Breast, NOS",47
1977,25-34 yrs,Unknown,Central portion,14
1977,25-34 yrs,Unknown,Lower-inner quadrant,14
1977,25-34 yrs,Unknown,Lower-outer quadrant,21
1977,25-34 yrs,Unknown,Nipple,1
1977,25-34 yrs,Unknown,Overlapping lesion,60
1977,25-34 yrs,Unknown,Upper-inner quadrant,31
1977,25-34 yrs,Unknown,Upper-outer quadrant,85
1977,35-44 yrs,0,Axillary tail,0
1977,35-44 yrs,0,"Breast, NOS",0
1977,35-44 yrs,0,Central portion,0
1977,35-44 yrs,0,Lower-inner quadrant,0
1977,35-44 yrs,0,Lower-outer quadrant,0
1977,35-44 yrs,0,Nipple,0
1977,35-44 yrs,0,Overlapping lesion,0
1977,35-44 yrs,0,Upper-inner quadrant,0
1977,35-44 yrs,0,Upper-outer quadrant,0
1977,35-44 yrs,I,Axillary tail,0
1977,35-44 yrs,I,"Breast, NOS",0
1977,35-44 yrs,I,Central portion,0
1977,35-44 yrs,I,Lower-inner quadrant,0
1977,35-44 yrs,I,Lower-outer quadrant,0
1977,35-44 yrs,I,Nipple,0
1977,35-44 yrs,I,Overlapping lesion,0
1977,35-44 yrs,I,Upper-inner quadrant,0
1977,35-44 yrs,I,Upper-outer quadrant,0
1977,35-44 yrs,II,Axillary tail,0
1977,35-44 yrs,II,"Breast, NOS",0
1977,35-44 yrs,II,Central portion,0
1977,35-44 yrs,II,Lower-inner quadrant,0
1977,35-44 yrs,II,Lower-outer quadrant,0
1977,35-44 yrs,II,Nipple,0
1977,35-44 yrs,II,Overlapping lesion,0
1977,35-44 yrs,II,Upper-inner quadrant,0
1977,35-44 yrs,II,Upper-outer quadrant,0
1977,35-44 yrs,III,Axillary tail,0
1977,35-44 yrs,III,"Breast, NOS",0
1977,35-44 yrs,III,Central portion,0
1977,35-44 yrs,III,Lower-inner quadrant,0
1977,35-44 yrs,III,Lower-outer quadrant,0
1977,35-44 yrs,III,Nipple,0
1977,35-44 yrs,III,Overlapping lesion,0
1977,35-44 yrs,III,Upper-inner quadrant,0
1977,35-44 yrs,III,Upper-outer quadrant,0
1977,35-44 yrs,IV,Axillary tail,0
1977,35-44 yrs,IV,"Breast, NOS",0
1977,35-44 yrs,IV,Central portion,0
1977,35-44 yrs,IV,Lower-inner quadrant,0
1977,35-44 yrs,IV,Lower-outer quadrant,0
1977,35-44 yrs,IV,Nipple,0
1977,35-44 yrs,IV,Overlapping lesion,0
1977,35-44 yrs,IV,Upper-inner quadrant,0
1977,35-44 yrs,IV,Upper-outer quadrant,0
1977,35-44 yrs,Unknown,Axillary tail,18
1977,35-44 yrs,Unknown,"Breast, NOS",151
1977,35-44 yrs,Unknown,Central portion,44
1977,35-44 yrs,Unknown,Lower-inner quadrant,32
1977,35-44 yrs,Unknown,Lower-outer quadrant,59
1977,35-44 yrs,Unknown,Nipple,4
1977,35-44 yrs,Unknown,Overlapping lesion,163
1977,35-44 yrs,Unknown,Upper-inner quadrant,89
1977,35-44 yrs,Unknown,Upper-outer quadrant,264
1977,45-54 yrs,0,Axillary tail,0
1977,45-54 yrs,0,"Breast, NOS",0
1977,45-54 yrs,0,Central portion,0
1977,45-54 yrs,0,Lower-inner quadrant,0
1977,45-54 yrs,0,Lower-outer quadrant,0
1977,45-54 yrs,0,Nipple,0
1977,45-54 yrs,0,Overlapping lesion,0
1977,45-54 yrs,0,Upper-inner quadrant,0
1977,45-54 yrs,0,Upper-outer quadrant,0
1977,45-54 yrs,I,Axillary tail,0
1977,45-54 yrs,I,"Breast, NOS",0
1977,45-54 yrs,I,Central portion,0
1977,45-54 yrs,I,Lower-inner quadrant,0
1977,45-54 yrs,I,Lower-outer quadrant,0
1977,45-54 yrs,I,Nipple,0
1977,45-54 yrs,I,Overlapping lesion,0
1977,45-54 yrs,I,Upper-inner quadrant,0
1977,45-54 yrs,I,Upper-outer quadrant,0
1977,45-54 yrs,II,Axillary tail,0
1977,45-54 yrs,II,"Breast, NOS",0
1977,45-54 yrs,II,Central portion,0
1977,45-54 yrs,II,Lower-inner quadrant,0
1977,45-54 yrs,II,Lower-outer quadrant,0
1977,45-54 yrs,II,Nipple,0
1977,45-54 yrs,II,Overlapping lesion,0
1977,45-54 yrs,II,Upper-inner quadrant,0
1977,45-54 yrs,II,Upper-outer quadrant,0
1977,45-54 yrs,III,Axillary tail,0
1977,45-54 yrs,III,"Breast, NOS",0
1977,45-54 yrs,III,Central portion,0
1977,45-54 yrs,III,Lower-inner quadrant,0
1977,45-54 yrs,III,Lower-outer quadrant,0
1977,45-54 yrs,III,Nipple,0
1977,45-54 yrs,III,Overlapping lesion,0
1977,45-54 yrs,III,Upper-inner quadrant,0
1977,45-54 yrs,III,Upper-outer quadrant,0
1977,45-54 yrs,IV,Axillary tail,0
1977,45-54 yrs,IV,"Breast, NOS",0
1977,45-54 yrs,IV,Central portion,0
1977,45-54 yrs,IV,Lower-inner quadrant,0
1977,45-54 yrs,IV,Lower-outer quadrant,0
1977,45-54 yrs,IV,Nipple,0
1977,45-54 yrs,IV,Overlapping lesion,0
1977,45-54 yrs,IV,Upper-inner quadrant,0
1977,45-54 yrs,IV,Upper-outer quadrant,0
1977,45-54 yrs,Unknown,Axillary tail,20
1977,45-54 yrs,Unknown,"Breast, NOS",316
1977,45-54 yrs,Unknown,Central portion,108
1977,45-54 yrs,Unknown,Lower-inner quadrant,67
1977,45-54 yrs,Unknown,Lower-outer quadrant,130
1977,45-54 yrs,Unknown,Nipple,10
1977,45-54 yrs,Unknown,Overlapping lesion,378
1977,45-54 yrs,Unknown,Upper-inner quadrant,144
1977,45-54 yrs,Unknown,Upper-outer quadrant,542
1977,55-64 yrs,0,Axillary tail,0
1977,55-64 yrs,0,"Breast, NOS",0
1977,55-64 yrs,0,Central portion,0
1977,55-64 yrs,0,Lower-inner quadrant,0
1977,55-64 yrs,0,Lower-outer quadrant,0
1977,55-64 yrs,0,Nipple,0
